id,customer_id,product_id,start_date,end_date,amount_invested,active
250275,300322,186809,2021-07-11,2023-05-16,5887.96,False
228563,373252,122997,2024-05-12,2024-05-20,10902.25,False
275727,388124,195238,2020-09-03,,74975.72,False
257673,394710,191006,2022-10-26,,49460.44,True
259552,334277,180897,2023-06-11,,41191.9,True
268541,356189,134356,2020-01-04,2023-02-23,27748.21,False
250885,378762,111249,2022-11-24,2024-02-09,21150.06,True
262153,382034,113019,2022-07-14,,87835.93,True
202520,335617,168283,2022-04-13,2023-11-13,88999.99,False
200582,370289,102195,2022-04-27,2022-08-28,68637.46,False
203267,308206,186249,2023-11-25,2024-01-12,78499.66,True
215199,348357,137283,2023-02-01,,51011.45,True
225462,308051,161169,2022-03-13,2023-10-21,21424.14,False
296588,332021,181015,2024-02-23,2024-05-16,71161.17,False
248623,375561,165968,2023-04-30,2023-09-20,90496.31,False
255401,340331,182328,2022-10-02,2023-03-08,77659.99,False
273623,305523,101747,2023-06-20,2024-02-12,65040.3,False
269093,344538,124073,2022-07-18,2023-02-22,66697.4,False
209940,334291,117470,2020-04-30,2021-04-04,81079.64,False
283578,320347,166225,2020-06-04,2022-11-17,67829.48,False
286854,321412,167942,2021-04-01,2023-10-13,35208.15,True
215139,349327,184531,2022-08-20,,22538.62,False
278723,334290,164544,2020-05-07,2023-12-21,97442.67,False
299213,350263,131426,2021-05-18,2023-05-17,14196.63,False
214189,349978,164782,2021-01-30,2023-01-13,13024.45,False
223756,373650,129617,2023-07-19,,61935.06,True
222450,302450,101531,2020-07-18,,3498.93,True
222131,339357,137970,2022-01-22,,75214.9,True
247765,317963,105323,2024-04-18,2024-05-30,48570.63,False
235746,362299,172974,2022-06-27,2022-10-16,1296.37,False
278065,355681,142667,2023-05-30,,21444.92,False
207884,353966,128121,2021-12-05,2023-07-17,82972.58,False
207785,354791,126190,2023-02-23,2024-06-16,60271.23,True
271854,321173,185007,2024-01-09,,56194.05,False
260211,381827,138565,2023-07-04,2023-11-13,74386.24,True
220945,356506,195021,2020-03-04,2022-10-16,63270.95,False
202163,320554,178665,2023-10-24,,81711.78,True
277563,306622,190073,2023-05-25,2023-12-12,16722.49,True
265861,399887,182238,2024-06-03,,5222.41,True
247952,317718,121195,2022-12-06,2024-04-10,11539.96,False
280521,305202,176130,2022-02-25,,20132.89,False
208368,384511,119186,2022-04-08,,21491.19,True
228234,336012,135288,2020-10-27,2022-09-03,73986.68,True
256078,350768,128924,2023-08-21,2024-03-04,12156.41,True
278889,311880,143586,2020-07-17,,97018.83,False
233569,360645,181137,2020-05-15,,30130.8,False
295261,315307,114599,2022-12-10,2022-12-30,20620.06,False
220117,341676,130782,2024-04-25,,41054.36,True
246498,388215,170005,2020-07-24,,26795.57,True
231686,322402,195256,2020-09-04,2022-03-23,57890.81,False
274123,384368,191514,2022-01-25,2022-09-11,98676.29,True
243470,355823,130435,2023-03-19,2023-11-07,1053.7,False
251528,318513,161877,2020-08-07,,44709.14,True
211791,385944,144550,2024-03-15,,92401.42,False
205535,381621,189479,2023-11-04,,29414.55,True
250976,347875,111678,2020-05-15,,77206.08,False
260939,306987,182966,2020-02-22,2020-09-19,88938.73,True
222371,314095,146678,2022-12-04,2024-03-22,29148.71,True
238201,338579,174596,2023-04-02,,37329.51,False
253718,331476,168631,2021-02-06,,51058.28,True
295290,346985,182520,2024-02-28,2024-06-07,74333.75,False
242677,392111,197427,2020-08-17,,47900.22,False
270518,391296,120485,2022-10-13,2023-01-17,93340.42,False
267754,328874,105540,2020-12-18,,67761.69,False
296379,334455,123968,2022-11-12,2024-06-15,38931.4,True
288858,305561,180641,2022-12-14,2023-01-08,75530.08,True
261063,380861,158557,2022-03-07,,5514.8,True
264160,346045,182126,2022-05-09,,25777.35,False
278460,330290,123367,2022-07-07,,82598.17,True
206774,357064,188634,2021-07-03,,13716.73,False
280004,302572,166609,2022-02-22,2023-05-23,86860.83,True
254233,301443,129719,2020-06-21,,34981.97,False
249832,362377,119696,2023-02-26,2023-07-13,14371.92,False
203990,392254,186625,2021-09-13,2023-11-26,87878.57,True
283593,311866,113733,2020-07-30,,66783.43,True
274467,336231,101282,2021-03-06,2021-05-01,36628.11,False
251257,386049,190238,2023-02-22,2023-12-29,81387.89,False
206018,334439,103627,2023-03-09,2023-09-22,62018.96,False
254455,346845,170825,2024-05-27,2024-06-21,26591.17,True
219204,328814,103773,2021-03-24,2021-08-31,87949.67,False
213900,385767,102535,2022-10-22,,55627.2,False
280657,364771,178664,2021-08-07,,21848.66,True
228268,358403,187126,2023-08-07,,88409.2,False
289282,390305,163579,2020-08-13,2022-03-16,84625.66,True
245338,366170,188438,2023-11-12,2024-06-12,76011.09,False
271604,364046,160582,2023-02-20,,97098.91,True
248657,345433,182058,2021-05-06,,7738.69,False
243004,342837,162624,2021-12-14,,44762.08,False
259589,393021,122082,2023-07-01,2023-11-04,35700.96,True
218564,358041,139551,2020-04-11,,71070.22,False
207814,377111,191217,2022-01-10,,9591.36,True
241978,331500,139393,2023-05-28,2023-07-19,61079.32,False
251987,392120,130796,2020-04-01,2021-09-09,8698.28,False
290811,384473,125652,2022-01-30,2022-11-18,42007.92,True
242095,344003,137965,2020-07-09,2020-10-08,34780.57,False
215247,390214,183903,2021-04-05,,82680.15,True
200194,379197,137644,2021-07-10,,4608.47,True
212713,309021,135666,2023-05-28,2023-07-24,3512.39,True
230953,325998,100171,2021-04-05,,43476.43,True
268475,343904,188499,2021-11-14,2023-10-14,38943.64,False
224959,388057,124214,2024-02-26,2024-04-07,1942.78,False
251971,387917,147577,2020-11-16,,7262.13,True
241889,388750,152302,2024-02-05,,4876.5,True
247107,327556,122542,2024-03-03,2024-03-25,61242.98,False
274673,345490,104559,2023-03-02,,93782.44,False
272780,310490,168590,2021-02-15,,50204.26,False
261970,302436,196435,2022-09-14,2023-04-29,9831.58,False
214961,309164,155042,2020-08-10,2021-11-12,49980.94,True
278211,360002,145873,2020-05-23,,45636.95,True
253372,327670,106359,2024-05-02,2024-05-10,66452.9,True
203207,347828,103106,2023-07-13,,51798.92,False
290087,380356,185865,2023-05-25,,27002.8,True
253137,336208,152003,2024-05-11,,1830.03,True
239706,353396,117104,2020-11-07,,34400.31,False
210190,301448,152272,2023-11-13,2024-06-15,16214.4,False
230479,311887,147873,2023-01-28,2023-12-17,79995.52,True
285018,336968,195787,2022-06-27,,65245.64,False
209742,320959,161846,2020-08-09,,85999.34,True
220683,333409,173560,2023-05-07,2023-08-27,1465.09,False
242656,350392,150950,2023-09-13,2023-11-14,40498.27,False
233070,331674,198154,2022-12-02,,58296.55,False
248319,339742,110510,2023-02-06,,8554.87,True
292675,333420,196990,2022-05-25,2023-12-09,3295.44,False
205605,320323,104919,2020-10-17,2021-12-16,39903.32,False
244244,341751,183961,2023-04-06,2023-08-24,61117.73,False
298017,315599,105565,2021-02-23,2022-05-26,30960.88,False
290120,322159,140895,2022-03-22,,57572.95,True
242006,378895,170949,2022-01-23,2022-09-07,25497.71,True
258690,327575,159210,2020-01-18,2023-03-01,8016.22,False
218271,378601,119598,2020-04-05,,81720.41,False
254249,350452,147623,2020-12-06,,46088.57,False
259560,365749,192868,2024-02-17,2024-05-10,53497.53,True
236323,378396,157145,2022-01-14,2022-02-26,77509.96,True
207998,368096,196626,2021-05-26,2024-03-20,53338.39,True
235262,310391,165311,2024-04-09,,13029.93,False
285856,347781,160256,2023-03-10,,16297.15,True
226029,327310,120472,2021-08-26,,23555.43,False
212273,335262,107174,2020-12-21,,49424.71,True
295831,348471,191153,2023-05-23,2024-05-27,30831.48,True
208843,396060,126088,2022-07-26,,55855.96,True
200970,394586,158907,2022-03-17,,71835.73,False
277966,312535,196899,2021-11-08,2023-11-10,42018.72,True
272175,364177,174172,2021-12-16,2024-04-01,2831.03,False
200378,388713,101273,2021-01-02,2023-07-02,73670.33,False
266993,312312,150587,2023-08-10,,65858.83,False
298950,320016,171067,2020-03-19,,19823.44,True
242012,395759,185103,2022-06-16,2023-09-16,8617.41,False
284004,355674,183543,2023-02-18,,84971.81,False
234376,353197,158479,2023-09-13,,44678.35,True
257443,336988,143115,2022-09-01,2023-07-04,95413.64,False
267596,303427,129553,2023-01-30,2024-04-08,30133.24,False
258026,300506,170816,2023-07-23,,38736.68,False
257688,324133,147762,2020-02-12,,35777.4,True
209347,374969,152184,2021-03-28,2021-11-01,46196.77,False
206228,385190,142714,2024-01-03,2024-04-17,4104.96,False
282110,320630,159953,2023-04-14,2023-10-09,98976.78,True
222982,371701,153169,2020-04-09,,9826.13,False
235174,355068,176763,2021-09-25,2022-11-18,2289.48,True
291224,383442,192144,2022-11-14,2023-08-02,84134.88,False
216165,351695,170851,2021-03-11,,4432.92,True
292135,389505,130461,2023-07-05,,20138.9,False
208768,388934,111794,2024-04-14,,80588.23,False
226921,313324,197826,2023-04-12,,28856.49,True
299375,301058,114326,2023-07-30,,66449.81,True
283334,326043,128309,2022-04-17,2023-10-18,20348.3,True
217711,357788,188020,2022-04-13,2023-12-07,13688.96,True
207657,385598,149063,2020-07-16,,11019.11,False
229750,332816,148918,2021-02-21,2023-08-29,56338.21,True
276742,300592,165376,2020-01-24,2020-03-31,73915.94,True
209650,302564,164116,2021-02-27,,57095.71,True
236120,336994,197454,2023-08-09,,71428.18,True
211962,318748,126897,2024-04-01,2024-04-27,11551.28,False
243285,331111,187839,2023-02-05,,95632.67,True
285692,361243,119544,2023-09-21,2024-03-18,54706.65,True
284543,360140,145240,2023-06-16,,34820.75,True
251864,388240,155001,2022-05-21,,44668.43,True
217059,389607,174850,2020-02-05,,93173.57,False
212483,316023,185992,2023-09-03,2024-04-03,75122.28,True
242184,353804,180594,2020-10-16,2023-10-29,26154.76,True
239191,383580,181420,2024-03-30,2024-06-25,92798.6,False
230201,322204,123348,2022-11-10,2023-11-29,8075.2,False
227174,354887,103504,2023-12-08,,30616.13,False
266743,325840,166434,2021-03-29,2022-01-26,51796.95,True
288817,369290,167391,2023-12-20,,18886.47,False
255775,331131,160397,2023-12-10,2024-01-28,29333.67,False
232988,326817,178143,2022-10-31,2023-09-29,30518.59,False
256851,379518,119092,2021-07-21,2024-05-29,87451.94,True
254339,365961,182433,2021-11-13,2022-01-07,33930.73,False
296694,353452,143126,2021-10-16,,80446.72,False
229915,301247,169176,2020-05-09,2022-05-16,93295.8,False
289149,301806,188320,2020-10-30,2023-08-28,31438.37,True
225284,323185,171581,2024-03-13,,35114.23,False
201688,339445,135921,2022-06-07,2023-01-28,81857.37,False
252276,337835,150634,2022-04-20,,55679.96,True
236754,369341,186897,2023-01-26,,63144.96,False
225396,334375,199596,2021-01-19,,36653.06,True
224454,376777,152772,2021-02-22,2023-07-09,62389.86,True
239492,386345,116886,2023-11-20,,32955.2,False
270241,330925,151856,2020-11-16,2021-05-08,78479.53,True
264074,376692,188645,2024-05-21,,47331.73,True
202611,369559,183823,2023-12-15,2024-01-25,70227.83,True
275575,397575,197276,2020-09-28,,11375.5,True
262946,327064,105751,2022-08-26,2024-04-24,2265.94,True
221325,339432,186783,2022-08-30,,41010.18,True
248845,321606,161765,2020-12-16,,98756.18,True
298121,305779,196367,2022-04-28,2023-02-14,71952.12,False
296186,346055,112724,2023-02-03,,4190.67,True
259547,322437,102412,2022-03-28,,38879.6,False
203115,388563,144125,2021-01-22,,63749.3,True
273439,317570,199025,2021-03-31,,9827.71,True
218038,370714,101261,2022-02-24,,8765.18,False
293750,304455,114924,2020-10-13,,85321.68,False
231637,367191,105138,2020-09-14,,88373.82,True
241596,335208,186956,2022-08-06,,12091.36,True
239526,317933,190795,2020-08-04,2020-10-11,26944.32,False
231938,315985,198207,2020-08-19,,94480.92,True
216644,382699,108815,2023-08-20,,45421.43,True
251468,365610,105694,2021-10-26,2023-01-24,7793.29,True
205171,371225,166082,2022-09-19,2023-05-01,96024.45,True
221634,317064,181916,2021-03-23,2021-04-21,97814.76,False
219889,364597,198967,2022-05-17,2023-09-17,19885.66,False
219315,338933,164150,2022-11-19,2023-03-31,43856.3,False
261365,313449,167348,2024-02-26,,75298.95,False
214074,320347,170302,2021-08-21,,52697.91,True
289641,390157,126942,2021-03-26,2021-05-17,62831.3,True
218230,392039,141352,2020-10-26,,34244.49,False
202607,307178,137859,2023-12-09,,28484.27,True
274696,391106,194524,2022-12-28,,24336.23,True
228005,361265,109709,2020-02-29,2022-12-04,62739.87,False
223449,312017,116506,2020-07-15,,18410.82,False
257674,304307,191289,2023-04-14,,80407.46,True
229077,390006,151665,2020-07-17,2023-08-27,38809.39,True
201602,357165,123803,2021-05-06,,78322.1,False
213014,329172,171974,2021-10-09,,68602.52,False
232077,370769,134778,2023-09-29,2024-06-09,33323.9,False
236239,379013,134488,2020-01-10,2023-02-22,74105.46,False
215712,343914,117541,2020-04-24,,18042.41,False
299595,333884,115378,2021-04-04,2021-12-02,9240.09,False
282525,370644,109234,2021-01-21,,39018.23,True
292898,390381,103411,2022-04-10,,83143.54,True
258783,317025,136469,2020-06-11,,32065.85,False
234576,305360,191617,2020-12-30,2022-12-30,78894.68,True
296212,330012,131854,2024-05-10,2024-06-14,37064.65,False
233585,390216,163710,2023-09-25,2024-02-20,59270.09,False
275480,317423,107565,2023-12-15,,90973.49,False
235110,313665,126840,2022-04-28,2023-03-30,78268.71,False
262032,368401,135256,2020-07-23,,77708.89,True
220655,381806,199095,2023-03-05,,2236.28,True
275475,391430,168027,2020-12-25,,85399.44,True
255662,381344,124792,2020-05-23,2024-05-08,77110.39,False
293579,382477,150839,2021-02-03,,92025.41,False
279594,384908,116391,2021-02-23,,94445.52,False
282759,344163,180048,2021-01-24,2021-03-20,75523.07,False
218809,347300,151056,2021-11-23,2022-09-14,85756.86,False
216405,369387,109583,2024-04-18,2024-06-08,92155.05,False
233891,368297,108520,2020-03-04,2023-12-25,63798.53,True
278804,353476,185706,2022-09-01,,26961.44,True
293418,368485,150912,2020-02-24,2021-12-24,25033.98,False
241025,302917,139812,2023-05-06,,29933.09,True
255929,385277,162234,2020-11-20,2021-04-16,61819.41,True
298720,321037,193878,2020-01-18,2020-09-09,29020.88,False
215090,331074,126807,2023-02-17,,76895.85,False
200884,318635,197170,2024-06-03,2024-06-20,38550.43,False
256334,396762,196758,2020-12-17,,6885.07,False
237943,312137,122130,2020-07-16,2023-03-16,31385.96,False
206724,378271,196099,2023-12-19,2024-04-26,64871.73,False
242728,306033,133501,2022-12-19,2023-07-18,73651.97,True
250263,364731,116022,2021-12-15,2024-06-13,11203.53,False
290927,321554,190772,2023-10-08,2024-04-13,98833.08,False
241806,325755,164175,2022-11-12,,27393.85,True
289280,359955,136145,2023-04-03,,70043.95,False
266088,360571,148567,2020-10-10,2022-12-21,35203.91,False
287145,339993,105477,2020-05-17,,10083.49,False
204159,357376,129177,2023-05-21,2023-06-18,3270.35,False
201926,385141,106528,2021-05-25,2022-10-02,36490.87,False
298886,333659,122146,2022-09-26,,40867.7,True
282912,309900,114017,2024-05-04,2024-05-13,58568.19,True
244272,361098,155961,2023-02-06,2023-06-05,40182.68,False
217087,311321,169967,2023-03-02,,33764.9,True
204436,356182,125122,2023-01-25,,68254.69,True
287644,310024,175886,2022-12-07,,88511.61,True
285312,338211,130103,2022-09-18,,25129.99,False
233065,341450,114305,2020-04-06,2023-12-21,64786.43,False
262606,338678,139250,2023-05-30,2024-06-07,47941.13,False
292896,329292,160650,2021-10-15,,75228.09,True
299807,311762,104065,2024-03-24,2024-04-05,67055.74,False
242349,319290,157357,2023-08-08,2024-02-25,26739.62,False
293957,321651,198414,2024-01-08,,79999.02,False
210455,311821,195649,2022-01-29,2022-12-31,47505.68,False
213461,347911,107125,2020-11-10,,45413.34,False
255594,321914,140546,2023-01-08,,49146.92,False
210859,367857,148345,2021-09-28,,21031.73,True
227777,350886,183239,2024-03-05,2024-05-02,9919.42,True
205452,372480,123925,2020-09-30,,8449.69,True
233695,304563,156160,2024-05-17,,13829.11,False
276428,349969,162184,2022-08-30,2023-11-02,84096.93,True
219817,312547,169815,2023-09-03,2024-05-22,45705.84,False
298588,319944,116047,2020-05-15,,74583.59,True
297608,323590,150333,2021-08-12,,39677.11,False
295585,353647,192554,2021-03-16,2024-02-08,13905.36,False
218193,389382,166284,2021-07-27,2022-04-12,73568.73,True
268538,339979,124411,2021-08-13,,3286.94,True
293929,326404,137333,2024-06-02,2024-06-07,80882.92,False
215342,389163,166962,2021-06-13,,86430.77,False
290792,363355,187956,2020-04-03,,99594.62,False
209497,389457,180557,2022-03-04,,49691.24,False
226882,386071,113184,2023-10-20,,56719.32,False
292768,380220,124777,2024-04-01,2024-05-28,34136.5,True
264289,335844,196539,2021-11-14,,83378.49,True
281888,365090,128179,2020-01-07,,26345.63,False
266307,350161,181081,2024-04-28,2024-06-11,38063.41,True
241241,382045,132592,2021-04-23,2021-12-25,28873.22,True
284776,329880,102549,2020-04-01,2023-06-30,61729.12,True
293341,381145,191686,2021-11-11,,1119.64,True
299505,382665,197703,2022-04-12,,53111.47,True
224441,330193,178721,2020-07-18,2020-09-27,44839.1,False
229996,302622,148440,2020-12-11,2023-03-07,18904.4,True
271077,387672,127744,2020-12-05,2024-03-25,71185.67,True
293739,356006,156262,2021-03-10,2023-10-05,4533.6,True
248239,349447,102927,2021-01-24,,60476.41,False
262466,387523,138096,2024-05-01,,32448.2,True
217889,376740,137229,2020-06-14,2020-06-14,60576.23,False
229628,373289,183177,2021-08-23,2023-11-05,41257.63,True
210093,376930,176954,2021-01-09,,22302.45,True
237799,344859,196879,2024-06-23,,32929.77,False
286859,348394,181184,2023-04-02,2024-06-30,3211.07,True
294648,313672,101285,2023-12-31,2024-02-02,9378.08,True
253998,388968,120351,2020-06-12,,43435.62,True
280492,376790,105754,2020-04-02,,88513.38,False
228337,394325,145439,2021-03-22,2021-09-13,84894.63,True
255469,301602,181970,2023-05-22,,46032.72,True
209804,385748,124841,2021-07-24,,77151.03,False
257734,359538,117467,2022-08-15,2022-09-14,3223.28,False
287263,391031,150564,2024-06-04,2024-06-27,16430.4,False
294568,366160,148457,2024-06-30,2024-07-01,17637.6,True
279661,308126,184937,2020-10-16,,39185.73,False
211872,350181,123433,2022-01-31,2024-02-22,26028.12,True
282193,345861,134457,2022-07-14,,39299.69,False
298967,324851,196609,2020-08-14,2021-02-26,2749.93,True
296115,320997,150572,2023-08-28,,48916.36,False
292278,360914,112899,2023-03-19,,85372.45,True
208618,355980,140591,2023-08-30,,37538.95,True
243648,310810,125712,2021-08-19,2024-03-23,69822.56,False
232123,308540,134058,2022-10-23,2024-06-19,80846.9,True
234527,329692,137097,2021-01-12,,86941.28,True
208356,363385,120076,2023-07-31,,23091.99,True
258005,382831,106567,2020-07-23,,85653.95,True
215649,348111,169770,2021-01-04,2024-05-08,74700.26,True
262979,377318,146091,2023-11-16,,90753.09,True
257484,343121,131893,2023-07-24,2023-07-28,76630.59,False
275906,385366,129892,2023-12-28,,74146.08,False
267969,367507,197856,2021-06-12,,76816.5,True
209344,396659,104082,2023-12-24,,14240.75,True
206009,344632,183264,2022-06-15,,37604.34,True
236078,317132,184257,2022-08-03,,22436.18,False
210483,326558,121794,2023-07-16,2023-11-17,15203.19,True
240172,371718,167382,2021-03-13,2023-08-07,34421.01,False
274765,367095,117306,2024-01-03,2024-01-03,69157.96,False
210796,369851,186313,2024-02-25,2024-07-04,26876.63,True
283845,330092,108082,2021-01-22,,25294.57,True
233273,310642,115576,2023-06-25,,88242.65,False
225215,362492,197292,2024-06-07,2024-07-02,8749.15,False
230527,374380,129884,2020-07-17,,30209.53,False
257656,316241,183269,2023-09-30,2024-04-06,34050.26,False
219218,322641,101746,2024-04-03,2024-04-09,92325.67,True
297139,312438,118732,2020-04-03,2021-10-10,1695.36,False
272259,371184,111578,2022-06-24,2023-01-27,26406.48,True
294232,310354,138644,2024-01-14,2024-03-01,22006.28,True
278356,304702,181948,2023-09-22,,58471.07,True
283402,387807,162940,2021-04-05,,73958.55,False
233961,384415,135655,2021-01-05,2022-06-18,98847.68,True
225358,375211,132081,2020-08-08,2020-09-14,53297.71,True
265759,317378,152241,2024-06-08,,26571.07,True
239517,370010,184985,2022-08-15,2024-03-07,95919.52,True
275741,323767,119719,2022-01-09,,90388.67,False
266316,333860,153469,2024-01-02,2024-01-30,57211.5,True
264081,357954,103082,2022-05-05,,64342.96,True
236486,332235,163451,2022-11-03,2023-01-22,80813.43,False
232203,391368,120844,2023-05-15,2023-10-05,93295.37,False
202190,348800,188076,2024-05-30,2024-06-29,54388.31,True
278002,350057,126342,2023-04-03,2024-03-23,53362.01,False
221386,310974,119434,2020-03-06,,76733.81,False
282300,300206,151025,2022-05-14,2022-09-15,37499.05,False
285886,341786,130901,2020-03-13,,31608.86,False
217615,377394,162544,2023-04-03,2023-09-06,38498.68,False
206171,376099,190886,2020-03-25,,53744.49,False
226419,355934,130358,2023-04-03,2024-01-22,23955.94,True
237877,303061,155746,2024-04-26,2024-05-10,33112.98,True
220615,386887,112650,2022-11-04,,33778.71,False
247417,339587,138150,2024-03-28,,19089.1,False
265934,334410,161643,2020-03-23,,44476.49,False
262509,309527,140659,2022-10-20,,32157.09,True
298454,326299,138135,2021-07-14,2024-06-11,34222.11,False
267976,345081,115826,2022-08-30,2024-04-07,92894.52,True
208785,315714,116031,2024-04-10,,34301.0,False
239018,344066,122314,2023-11-11,,47554.07,True
285607,319817,197199,2023-06-30,,86747.6,True
236928,322541,199098,2020-04-19,2024-01-05,87506.5,False
272705,351761,188827,2020-07-05,2022-10-02,23301.43,True
288795,302319,190576,2023-01-06,,99205.8,False
255020,330058,165220,2021-06-02,,20276.21,False
253780,338564,154238,2021-12-26,2023-01-24,36118.63,True
227962,357571,151915,2023-08-15,2023-08-16,36856.08,True
226775,327880,117652,2021-07-24,2023-02-13,60290.68,False
286263,324496,151297,2022-12-15,2023-08-24,74107.29,False
237424,389916,187548,2020-07-17,,69089.42,False
213092,394657,125747,2020-10-03,2021-03-25,79977.97,True
275413,393760,106066,2020-03-20,,18144.64,True
296543,355679,156958,2023-01-20,,54667.59,False
281643,331042,162143,2023-01-02,,46467.17,False
285032,380515,116988,2023-09-15,,31877.36,False
257551,304408,120538,2020-04-19,2024-03-27,32776.02,False
287040,336857,135357,2022-01-02,2023-11-13,15573.31,False
276020,323061,130290,2023-02-14,2023-05-27,3850.39,False
291663,384159,172873,2020-05-09,,63739.56,True
204962,334144,119468,2020-09-16,2024-03-23,90850.83,True
221205,378518,146080,2020-01-15,2023-09-10,88176.11,False
279206,321060,153083,2022-08-11,2024-03-25,76861.62,True
239182,369017,102539,2024-06-12,,37903.94,False
265364,317334,121748,2023-01-10,,55518.98,True
274006,393231,164343,2023-02-20,,18537.86,True
224944,343471,163978,2023-04-21,,27143.87,False
286974,324849,153404,2021-03-03,,70325.32,True
297794,391098,129906,2020-06-02,2022-12-07,19883.88,False
274587,376778,105243,2020-03-03,2021-01-10,50390.55,False
204411,365136,175632,2020-04-02,2021-06-29,58349.15,False
240080,370321,190751,2023-04-24,,7244.38,True
220726,336224,186487,2023-03-22,2023-07-09,22121.94,False
294550,314903,139031,2020-06-23,2021-11-04,81216.37,False
252181,347827,115964,2022-02-24,,39725.62,False
205726,329361,124731,2021-09-15,,20043.23,False
288978,390974,186685,2021-04-16,,97007.26,True
260947,392594,148187,2020-11-20,2022-04-09,82274.89,True
218899,317653,183095,2020-08-04,,98478.78,False
285246,391249,171370,2023-01-04,2024-01-24,59017.36,False
267299,331615,187418,2021-12-18,2022-06-23,21279.79,False
279310,394285,172744,2022-08-08,,67755.32,True
291924,341683,141258,2020-09-10,,78597.78,False
286800,380701,170457,2022-05-14,2024-03-22,66510.63,False
278660,355451,108377,2023-10-06,,39047.15,True
286984,337960,175204,2020-11-30,2024-01-17,82121.69,False
246740,319967,117647,2022-01-14,,41251.59,True
267571,316529,101841,2020-10-04,,73512.25,True
282399,338930,193965,2024-03-24,,50282.77,True
219380,312705,196370,2020-05-24,,23039.42,True
261397,388529,184680,2023-12-19,2023-12-23,59293.21,False
204079,373105,181683,2024-06-14,2024-07-04,13095.25,False
256982,375014,189535,2022-05-08,,62263.12,False
298059,302915,147866,2020-10-31,2021-03-01,63153.1,True
287230,341705,182460,2024-06-02,2024-06-17,52720.21,True
209940,305644,103191,2022-06-03,2022-08-15,67474.58,True
206191,369046,151654,2022-04-01,,50653.06,True
249693,391755,133638,2021-11-14,,44982.93,True
286323,344802,129511,2024-03-17,2024-04-27,28154.21,True
297228,386570,176248,2022-11-30,2023-04-17,1139.01,False
212175,366171,105172,2023-01-04,,18530.82,False
268295,355330,152439,2023-09-13,,34510.95,False
225851,322515,111930,2020-03-29,,48901.15,True
246525,301313,110356,2020-08-16,,57377.46,False
271914,314838,114252,2021-07-23,2023-06-06,57773.27,True
212426,342836,194847,2020-05-02,,58670.03,True
250910,362087,124968,2020-06-21,2023-07-26,18120.12,True
270431,383597,154446,2020-03-07,2020-06-03,20280.7,True
265261,371297,151307,2022-10-24,2023-11-20,52572.65,False
216387,306505,127334,2020-08-24,,6872.44,False
275424,342412,110974,2021-07-31,2022-03-31,92617.01,True
233338,395791,141801,2023-01-09,,56826.89,False
273115,374171,132555,2021-04-23,,52110.78,True
225868,396523,109181,2022-06-02,,3886.97,True
293228,337482,143800,2022-08-21,,51736.65,True
272553,333341,126099,2021-03-20,2021-05-30,51900.51,False
290632,346142,145473,2021-02-09,,38362.7,True
253828,374904,111057,2021-08-28,2023-09-18,36886.85,False
246469,386119,131069,2023-07-28,,84159.52,True
287425,343813,183639,2021-11-25,2023-10-16,92809.16,False
275687,307527,111269,2023-04-05,,55837.78,False
242848,376140,159949,2021-11-25,2022-06-18,97607.41,False
248987,375982,132554,2023-10-07,,91813.11,False
250614,312861,191170,2023-12-24,2024-03-26,98714.4,True
214091,381484,184571,2021-10-01,,62217.91,True
248609,303072,140147,2022-11-07,2023-11-03,10010.31,False
270463,358921,103184,2021-03-05,2022-02-28,41728.31,False
229318,356850,147660,2023-11-05,,98553.31,False
278462,350681,117214,2023-11-10,2024-04-26,8651.53,True
226190,384341,167235,2024-02-01,,83758.12,False
207767,354423,147631,2024-05-02,2024-06-23,4054.99,False
253155,395692,138523,2021-02-05,,26855.52,False
231677,310190,173708,2020-09-21,,39593.35,True
268086,359039,141331,2021-07-08,,46460.88,True
219247,358185,182097,2023-02-03,,93380.98,True
262453,366225,112080,2021-02-25,2023-04-16,29692.55,False
282531,378049,112791,2023-08-15,2024-03-16,90321.47,False
223027,396430,156075,2021-10-20,2022-01-25,67992.08,True
288923,345174,114590,2022-04-23,,60725.47,True
294593,316820,155643,2020-03-17,,29279.01,True
218083,372338,108302,2020-09-06,,22265.25,False
242081,360066,136966,2020-02-12,,21065.45,False
282963,332409,125091,2020-05-24,2020-10-31,73301.44,False
234893,334076,108544,2021-09-26,2024-01-03,1480.56,False
207065,333506,114230,2020-11-05,2021-06-17,2462.26,False
284673,365334,177913,2022-04-09,,54116.26,True
211652,315547,148588,2023-11-03,2023-11-13,92455.64,False
206104,365411,160646,2021-12-17,2023-05-15,24463.23,True
290524,387285,188200,2020-08-30,2021-09-07,85223.23,True
251654,376509,137784,2022-06-20,,85745.49,False
208570,362938,127801,2023-01-29,,14222.72,False
283414,327810,159929,2020-04-29,2020-06-15,14016.69,True
214465,341986,144271,2022-08-08,2023-08-23,79669.95,False
299901,376949,137163,2020-12-02,2021-03-09,85275.75,True
209417,360792,156401,2021-08-24,2024-02-01,27217.7,False
239553,308342,197618,2022-12-21,2023-12-31,95840.7,True
201279,375530,157392,2022-06-11,2024-04-16,70532.42,False
260974,328704,161106,2023-01-27,,37861.01,True
229701,354750,114821,2021-11-03,,47940.38,True
230426,357560,144995,2020-02-17,2023-01-05,56603.14,False
285370,309111,104276,2023-04-23,2024-02-17,6706.15,False
